userid,amount,usercurrencyamount,usercurrencycode,provider,countrycode,market,coins
049d2b63-a415-4a72-a9de-ce4ab621945d,2.53,2.01,chf,paypal,ch,gb,332
c14dfe23-2763-4ed4-8970-ef9da9d294ad,1.28,1.1,chf,paypal,ch,gb,7988
b6779fec-96f6-4386-a60c-70b64a3b40e6,2.6,2.34,eur,paypal,at,gb,538
ffb941d3-6ea6-4635-afe9-49d7af1349a9,3.83,5.66,aud,paypal,nz,au,1685
be50b2d4-4782-4258-a4fa-ecf38a100219,1.24,12.83,nok,paypal,no,gb,1516
7f6cb187-5e4e-4bb5-982c-81b08d767155,4.56,3.83,chf,paypal,ch,gb,1632
7592516f-c9a1-4c7c-abc2-9b27345a9aff,0.56,3.84,dkk,paypal,dk,gb,36
53ce65e6-4950-4c15-aea1-8f137027d398,0.7,0.64,eur,paypal,be,gb,972
34e3a6a6-699d-46c1-951e-ff46da269083,2.48,2.03,chf,paypal,ch,gb,1176
78624dc0-b989-4383-b3ce-2424e83e3e95,2.89,4.19,aud,paypal,nz,au,28500
29696a6f-3325-4ec7-a78c-cf6aaf0cd3e7,0.2,2.02,nok,paypal,no,gb,13773
0857e3a0-b4cc-43f2-a0e0-32746af46fcb,0.36,0.26,eur,paypal,be,gb,275
d34cfcaf-f37e-48d1-a0a8-ea6d31dc27b4,2.54,26.57,nok,paypal,no,gb,192
77957e5f-144f-4c5b-8a34-1dedc4bdbdc2,0.23,0.21,eur,paypal,at,gb,1375
91ace08d-8897-4bed-827a-1adb57380012,0.36,0.52,aud,paypal,nz,au,1260
b70d5b61-7cb6-4f2f-97cd-2f0a60e814a8,1.17,1.05,eur,paypal,be,gb,300
edeae47a-1fd2-4980-81ad-32f3c867aa7c,0.5,0.74,aud,paypal,nz,au,251
7fc7197b-681f-496d-bf83-7d0c81765fc8,1.42,9.7,dkk,paypal,dk,gb,460
91c360ca-cc32-433a-a6c1-585edbdbaea3,0.76,0.69,eur,paypal,be,gb,4
e24c09a9-d156-42f0-bfe1-9da7fd2d2979,0.24,0.36,aud,paypal,nz,au,207
a9076a1f-dc01-4d7f-b7b0-6362f3f55e53,2.34,2.0,eur,paypal,ie,gb,1647
f56d8c82-1e25-4155-b589-2940a78376f2,1.58,1.41,eur,amazon,at,gb,1881
1378121a-d770-49f8-883e-ea917b1132e8,2.31,2.01,eur,paypal,ie,gb,18016
07a224b6-87ab-4cd1-b8b3-8bb9ef02e844,2.11,14.29,dkk,paypal,dk,gb,5984
ef2bf3ec-d802-4d62-bec1-df0a5323911c,0.25,0.23,eur,paypal,be,gb,1409
a8e8a256-a96e-4189-bd20-fa63f30e4cbf,1.67,1.52,eur,paypal,at,gb,8610
2c931b9b-0208-4e78-9a47-35a1aefcef1f,2.13,3.16,aud,paypal,nz,au,1100
0161d8ad-113c-4920-8a2a-ff1c90616cf7,1.03,10.46,nok,paypal,no,gb,280
0991e249-0b45-4ada-93e6-4974369e98da,0.42,0.39,eur,paypal,be,gb,420
fc2ea63f-e434-4187-ba0a-69699c7a1c04,0.67,0.61,eur,amazon,at,gb,7042
b8e51790-1cd8-4274-8da3-4768317f330a,6.74,5.34,chf,paypal,ch,gb,11798
34e3a6a6-699d-46c1-951e-ff46da269083,2.48,2.03,chf,paypal,ch,gb,4490
8efb1a5b-0a39-46ca-b1b3-fac68b13af55,1.26,1.1,eur,amazon,at,gb,3185
b15dc7d7-9650-4f7a-9b76-ebd0549d61fc,0.33,0.3,eur,paypal,be,gb,9075
5d948bde-3c9f-483b-a982-ffbef5d7a601,1.45,2.11,aud,paypal,nz,au,1470
8efef661-d99d-4d13-8d30-020665c41336,1.45,2.0,aud,paypal,nz,au,150
0cb46cd7-611e-4517-abf0-914149db5025,2.3,2.07,eur,paypal,at,gb,171
3fb4e589-fa8d-457b-b031-0546a56bd34d,0.36,2.49,dkk,paypal,dk,gb,39480
2d0b254c-de01-4480-933f-9ca1939a38aa,0.18,0.16,eur,paypal,be,gb,180
81a8f6f4-65a9-4f06-ba8d-d6b322ef0772,3.66,3.07,chf,paypal,ch,gb,45
22950057-0112-446e-a3c6-c7ca0aa618fb,0.39,0.58,aud,doctors_without_borders,nz,au,190
22950057-0112-446e-a3c6-c7ca0aa618fb,1.22,1.81,aud,paypal,nz,au,190
844ead2c-1907-4f6f-a3db-f4560acaf6b9,3.41,4.97,aud,paypal,nz,au,280
9165686f-86d9-45d9-ba79-1e1c434ec345,5.81,4.61,eur,paypal,at,gb,150
b6484fc3-d577-42e9-8962-e5fece2b80d5,1.46,2.11,aud,paypal,nz,au,450
a8e8a256-a96e-4189-bd20-fa63f30e4cbf,1.67,1.52,eur,paypal,at,gb,270
edeae47a-1fd2-4980-81ad-32f3c867aa7c,0.5,0.74,aud,paypal,nz,au,560
a0c90121-aaf9-4f9e-94b3-6632c8d78b6b,1.21,1.75,aud,paypal,nz,au,572
14de2a4f-1e2a-492e-a318-ebc43964f2b9,0.52,5.45,nok,paypal,no,gb,6120
b7fe9443-655e-4d2f-bc4b-d643f5e293cc,0.41,4.19,nok,paypal,no,gb,6957
fb601cb6-910f-400f-92a6-4a6bec95313d,1.36,14.02,nok,paypal,no,gb,1480
844ead2c-1907-4f6f-a3db-f4560acaf6b9,3.41,4.97,aud,paypal,nz,au,948
4d3b735d-3911-4afa-912f-7c792815df98,0.88,0.8,eur,paypal,be,gb,1620
fb601cb6-910f-400f-92a6-4a6bec95313d,1.36,14.02,nok,paypal,no,gb,140
c132e84a-5b9c-40fb-bfea-a2290192cc35,5.65,4.44,eur,paypal,be,gb,760
62c744af-912f-4311-83bc-71d9b4fa1879,0.29,0.27,eur,paypal,be,gb,1380
9ff71b98-de2a-456e-8919-b5f2a7f2928d,1.47,2.11,aud,paypal,nz,au,270
cc19d05c-7a68-42fb-8503-931460d1854b,0.77,5.29,dkk,paypal,dk,gb,6190
3dd713bb-9d71-479e-8ab0-c843686a281f,1.45,2.09,aud,paypal,nz,au,7431
e753ded6-c3c5-4cd2-9bb4-1e3fdbd632a8,0.08,0.05,eur,paypal,at,gb,60
26d8afe8-f0bf-45a5-adb1-34551487b2d5,2.64,2.3,eur,paypal,be,gb,91265
bbfda8d0-dcc4-43c3-8644-03e019f49e83,0.22,0.2,eur,paypal,be,gb,45
d7685b76-e7ea-4490-b4c0-d52f43e8c117,1.18,1.07,eur,doctors_without_borders,be,gb,280875
c3ceb6e9-99ff-4714-b2e6-0906010fc228,8.68,12.81,aud,paypal,nz,au,8968
940f5ce7-c553-4553-9554-33f8417a8259,0.48,4.96,nok,paypal,no,gb,920
c6dd74e0-8ba7-40dc-ab12-d228fd3b75b5,0.27,0.25,eur,paypal,ie,gb,1520
bea9821e-1caf-4431-b60d-6aa02022fd0a,0.25,0.21,eur,amazon,at,gb,150
a5d86f11-925f-4ea3-b638-adfc0bb04a82,3.13,4.62,aud,paypal,nz,au,28
c3c25667-6e3e-427a-9852-7fc553b7271d,0.84,8.73,nok,paypal,no,gb,60
92c72e40-36dc-4b07-8897-7819004057fc,1.41,2.01,aud,paypal,nz,au,383
c1dfdf61-23cc-4e4a-8018-494a4b21da70,2.79,2.27,chf,paypal,ch,gb,6382
cf4cedc8-64bc-44cb-b949-feba427bdfb4,2.08,1.77,chf,paypal,ch,gb,30410
57ddfef9-3204-4ecc-a785-d40ea4f273f7,1.17,1.74,aud,paypal,nz,au,3988
fa59bb4b-9fc9-4924-bf17-5a858f1498f7,1.42,2.1,aud,paypal,nz,au,1080
a64c70dc-709f-455c-8a10-f9b746044234,1.62,2.34,aud,paypal,nz,au,186
0d3d67eb-f234-4674-94f0-85d30384e01f,0.81,0.7,eur,amazon,be,gb,945
288a6736-d2b9-4ec9-b14e-6c5846a6b734,3.75,3.14,eur,paypal,be,gb,634
d996bd20-b9ca-4332-837a-c0791a787a74,1.53,2.2,aud,paypal,nz,au,2090
070ac5f8-766c-4065-8a31-6736f91165f1,3.49,3.08,eur,paypal,fi,gb,2509
ca933ea4-7d85-44aa-8ae1-9bbb9030d07a,2.5,2.1,chf,paypal,ch,gb,214
d570cfcc-0e56-4715-b147-baa7ecc2859d,1.45,2.15,aud,paypal,nz,au,238
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,300
bd4af55d-0270-4056-82b5-c5f1049c273c,0.35,2.36,dkk,paypal,dk,gb,574
ef2bf3ec-d802-4d62-bec1-df0a5323911c,0.25,0.23,eur,paypal,be,gb,280
ba041d2d-8027-48b5-8b27-52bce57117d7,1.83,2.72,aud,paypal,nz,au,49
c6cbc18c-f0fd-4034-b592-c27ad6d8fe26,0.97,6.6,dkk,paypal,dk,gb,11239
64419afd-8db0-4972-8603-75ebcff310fe,2.51,2.0,chf,paypal,ch,gb,4527
859b62bb-ef7e-4bb0-8b8e-8b6c3bd3c74b,0.41,2.84,dkk,paypal,dk,gb,19244
df6ab7df-ddce-4ba7-8231-1a180f2b3ffe,2.73,2.3,chf,paypal,ch,gb,8474
34be1e4e-622a-4c92-a2d0-7c7a023ddfbd,1.38,2.02,aud,paypal,nz,au,865
f56d8c82-1e25-4155-b589-2940a78376f2,1.58,1.41,eur,amazon,at,gb,450
d9f75f16-c857-454a-b34c-1f5ba6937d5b,2.47,3.61,aud,paypal,nz,au,3
ec46d129-a132-451d-a277-b250a688409e,0.45,0.67,aud,the_hunger_project,nz,au,20
ec46d129-a132-451d-a277-b250a688409e,0.2,0.29,aud,doctors_without_borders,nz,au,20
a6fa05d1-ce88-4c4b-8104-2e7a315ed3b0,0.2,2.11,nok,paypal,no,gb,960
d9d86ddd-827a-4d8a-8cb8-43f830623143,0.29,2.01,dkk,paypal,dk,gb,235
900a8b88-e2f8-414e-aa7f-d52008893fc0,0.32,2.24,dkk,paypal,dk,gb,383
5c23ae46-1bde-4170-9aa2-53869d54ecec,0.2,0.18,eur,paypal,be,gb,80
136be93a-d34b-44f1-8af8-1430e2d50d20,0.74,1.03,aud,paypal,nz,au,1300
0bb4a50f-6ee0-43cb-aa97-bb013f88c0a6,1.84,1.69,eur,paypal,ie,gb,420
0cb46cd7-611e-4517-abf0-914149db5025,2.3,2.07,eur,paypal,at,gb,1040
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,30
d6e0b7e8-afc0-46d5-9f63-96a2e17128b9,3.88,5.67,aud,paypal,nz,au,380
5c23ae46-1bde-4170-9aa2-53869d54ecec,0.2,0.18,eur,paypal,be,gb,24150
0107c22b-ec33-423e-8936-5708928a819a,1.14,11.86,nok,paypal,no,gb,170
78624dc0-b989-4383-b3ce-2424e83e3e95,2.89,4.19,aud,paypal,nz,au,132
297661d6-b768-4e8c-8f58-f88ae1c4d5a3,3.44,5.1,aud,paypal,nz,au,45
cf4cedc8-64bc-44cb-b949-feba427bdfb4,2.08,1.77,chf,paypal,ch,gb,10
7fc7197b-681f-496d-bf83-7d0c81765fc8,1.42,9.7,dkk,paypal,dk,gb,5104
a8e8a256-a96e-4189-bd20-fa63f30e4cbf,1.67,1.52,eur,paypal,at,gb,906
cc19d05c-7a68-42fb-8503-931460d1854b,0.77,5.29,dkk,paypal,dk,gb,760
5bf04761-5b1e-4816-a97f-c73fc44ef73a,1.45,1.24,eur,paypal,at,gb,5800
15223744-61ab-4c96-b086-8e794bf34be2,0.27,0.24,eur,paypal,be,gb,356
0e292307-89e6-48e3-9b4b-92e593f79cfb,3.36,2.82,chf,paypal,ch,gb,4352
bb87d005-03d3-4ced-bb08-a371b104778f,0.9,6.19,dkk,paypal,dk,gb,158
d89361f8-ed2e-49b4-866a-47684aa844fc,0.21,0.19,eur,paypal,be,gb,420
ed7db16e-ba8d-4ef7-a445-fcf29dbcddb7,2.52,2.0,eur,paypal,be,gb,45
91c360ca-cc32-433a-a6c1-585edbdbaea3,0.76,0.69,eur,paypal,be,gb,6
ec46d129-a132-451d-a277-b250a688409e,0.45,0.67,aud,the_hunger_project,nz,au,57
ec46d129-a132-451d-a277-b250a688409e,0.2,0.29,aud,doctors_without_borders,nz,au,57
52455f88-7420-4ff9-b440-bbbbf4a652f4,1.16,1.56,aud,ukraine,nz,au,4
a84def0e-4578-47a7-8dbd-b42e14d34461,0.53,3.64,dkk,paypal,dk,gb,10
ade04b0c-919a-4c3e-9125-986fa35c43d2,0.27,0.24,eur,paypal,be,gb,60
edeae47a-1fd2-4980-81ad-32f3c867aa7c,0.5,0.74,aud,paypal,nz,au,12
22ce5bf7-b635-4a30-9560-cc44ef0717a0,0.8,0.72,eur,reward_link,ie,gb,746
c9b60416-5e9e-402b-a362-62ad3cc1e0eb,0.56,0.51,eur,paypal,fi,gb,510
c769b70d-0de5-4d4b-adfd-42c4a7dfafb2,1.44,2.09,aud,paypal,nz,au,5551
1cf549ff-71d0-43d0-ae10-1b0ecef1310d,2.16,1.78,chf,paypal,ch,gb,3326
8db25e34-4687-451a-ac00-5b4dce00c487,4.07,42.41,nok,paypal,no,gb,550
d31e5fcc-445f-4b7d-9dbe-82a31164954d,1.7,2.52,aud,paypal,nz,au,93
a5d86f11-925f-4ea3-b638-adfc0bb04a82,3.13,4.62,aud,paypal,nz,au,120
9165686f-86d9-45d9-ba79-1e1c434ec345,5.81,4.61,eur,paypal,at,gb,1085
ce928d85-0eea-4429-920e-957c2e1d67c0,0.43,0.65,aud,paypal,nz,au,195
1e24d37d-b347-43b9-a1d2-c77ebd511d97,0.37,0.34,eur,paypal,be,gb,120
4f16fed6-265e-48b2-b308-3b6cf93e83f6,2.25,3.26,aud,paypal,nz,au,64
1a90ee07-d138-4773-a700-6c28d1dd4278,0.92,0.84,eur,paypal,be,gb,200
1a90ee07-d138-4773-a700-6c28d1dd4278,0.96,0.87,eur,amazon,be,gb,200
3c04560b-6448-4677-9755-1a7d31c16905,2.79,19.13,dkk,paypal,dk,gb,20825
3076e7e0-b390-4a2a-830a-485eb8e28814,1.38,2.02,aud,paypal,nz,au,33014100
0f7829b3-f09c-43d5-89e5-2ef27d977c42,2.66,2.36,eur,paypal,at,gb,14776
ea77bdd5-0aca-436e-ae9f-2eab78f666f2,0.37,2.51,dkk,paypal,dk,gb,11310
2d903070-886b-433a-84e0-3a1b365719b1,2.39,2.07,eur,paypal,be,gb,1199
367778a0-636f-428b-bfbe-1bec4047a449,0.84,1.25,aud,paypal,nz,au,488
46f7a1c1-3b55-4c89-b416-e28762d170a3,0.73,1.09,aud,paypal,nz,au,7400
178c7c78-c3ec-4e28-ba01-1892090cb578,0.26,2.75,nok,paypal,no,gb,314
dd857aaf-7723-45b8-af44-9b547012d6b0,0.49,0.44,eur,amazon,at,gb,1045
89eadb03-f227-4241-81cd-9e9dd2764e45,0.27,0.25,eur,paypal,ie,gb,45
c1dfdf61-23cc-4e4a-8018-494a4b21da70,2.79,2.27,chf,paypal,ch,gb,550
b3eb7818-739b-4c0c-a9a3-e78cf2267381,2.34,2.11,eur,paypal,ie,gb,1620
c1e33360-3a33-4732-a706-c4270c9c4e4f,2.48,2.21,eur,paypal,be,gb,380
a9512ea2-fd41-41f6-b28d-c0ce9401d404,0.09,1.03,nok,ukraine,no,gb,210
a9512ea2-fd41-41f6-b28d-c0ce9401d404,0.23,2.39,nok,paypal,no,gb,210
d41f74aa-6f74-4240-a664-1dcac3a9d25c,0.06,0.67,nok,ukraine,no,gb,384160
33242b67-f475-40af-983d-3910f0ff4962,5.08,4.29,eur,paypal,be,gb,862
171cea3b-b970-4a77-8afd-56c06f4bf92b,3.72,3.1,eur,paypal,be,gb,40202
5b464506-4da8-4075-899b-d5932b617725,0.32,3.36,nok,paypal,no,gb,1620
586a4128-aa4d-4575-9f84-69c623f5e72a,2.37,2.13,eur,paypal,at,gb,6930
678b03cf-748a-4b5b-933e-e8fea013f0e5,1.43,2.05,aud,paypal,nz,au,431
3b81f60c-7268-41cd-a371-02e691383f01,2.04,2.03,usd,paypal,kr,asia,3060
0832c4ee-e7f8-4d74-8cdc-24728fa7adc5,0.27,0.24,eur,amazon,at,gb,308
9bcc71cd-fdc3-432e-817b-4210aa6efbd0,0.37,2.54,dkk,paypal,dk,gb,2100
9bcc71cd-fdc3-432e-817b-4210aa6efbd0,0.04,0.29,dkk,ukraine,dk,gb,2100
070ac5f8-766c-4065-8a31-6736f91165f1,3.49,3.08,eur,paypal,fi,gb,130
5df04cf2-11cb-4515-90dc-93f62b2e3410,3.0,4.27,aud,paypal,nz,au,45
4538958a-c071-4213-9644-b9513421fcf1,8.84,7.25,chf,paypal,ch,gb,36
19d53d28-e79c-43fa-ba13-dff6ef7a0090,0.05,0.05,eur,amazon,be,gb,660
8d3b64bc-1549-4f11-894b-3d115d4bc28f,1.65,2.35,aud,paypal,nz,au,17150
ce535da4-2143-40ec-ad0d-52c1e8aa5e2b,0.36,3.7,nok,paypal,no,gb,840
00016195-59e8-4d1d-a8c3-5c03d1755448,0.63,0.58,eur,paypal,at,gb,860
fe6cc3c4-eea5-48e1-8440-f0c0d6a9646d,0.19,0.17,eur,paypal,be,gb,876
cb151acf-7ff7-424b-b8bc-e5e9ad7d7207,0.67,4.61,dkk,paypal,dk,gb,6644
1bbdcc5e-5f16-46f2-a141-b62f6d6247a0,0.31,2.05,dkk,paypal,dk,gb,1808
89d3b1d3-cab5-4784-866a-15db0f4f19c7,0.79,0.73,eur,paypal,be,gb,1102
8f771c2e-e952-47f2-844f-38f307231c48,2.63,17.5,dkk,paypal,dk,gb,2240
e753ded6-c3c5-4cd2-9bb4-1e3fdbd632a8,0.08,0.05,eur,paypal,at,gb,1180
67e87472-ea37-4b61-b2c4-608508afac86,0.07,0.05,eur,amazon,be,gb,961
39c51fde-4cb2-40d6-a118-713ca8d670d3,0.93,6.27,dkk,paypal,dk,gb,24248
1a2701e5-a45a-4844-9bfc-804f7728572b,0.9,0.77,eur,paypal,at,gb,2690
4a80f395-b757-445c-9ffa-29b5b8a6eb38,0.22,0.19,eur,paypal,be,gb,2338
a8e8a256-a96e-4189-bd20-fa63f30e4cbf,1.67,1.52,eur,paypal,at,gb,1050
95c6c64a-d38a-4d44-87f2-0dbe27707fb8,2.39,2.02,eur,paypal,at,gb,3270
bbc66d37-e27c-459a-bf8c-fd1dfddcbff6,5.46,4.75,chf,paypal,ch,gb,182
9ff71b98-de2a-456e-8919-b5f2a7f2928d,1.47,2.11,aud,paypal,nz,au,398
14de2a4f-1e2a-492e-a318-ebc43964f2b9,0.52,5.45,nok,paypal,no,gb,145
d77fe345-caef-4d4b-adb8-34caf27fb28d,0.54,0.44,chf,paypal,ch,gb,8170
e44b6b2c-e7e5-40b3-a26f-457068b078ce,2.4,2.06,eur,paypal,be,gb,584
d34cfcaf-f37e-48d1-a0a8-ea6d31dc27b4,2.54,26.57,nok,paypal,no,gb,4940
7de224ef-0c6d-4132-a464-91e691760ba6,0.35,2.42,dkk,paypal,dk,gb,4691
aba2d319-fa13-4a2d-b067-736e70a9738d,1.37,2.01,aud,paypal,nz,au,1390
e13eb1c5-8474-47cb-8bd6-8bbae61d0d70,1.44,2.13,aud,paypal,nz,au,1710
89eadb03-f227-4241-81cd-9e9dd2764e45,0.27,0.25,eur,paypal,ie,gb,1360
2c2bb651-cd02-4491-a3e0-de795bf18257,8.31,7.24,eur,paypal,at,gb,915
22ce5bf7-b635-4a30-9560-cc44ef0717a0,0.8,0.72,eur,reward_link,ie,gb,200
115258ca-c56e-4c64-9c77-9c8f629f7221,0.36,2.49,dkk,paypal,dk,gb,341
ce0695be-c5af-422f-bfab-9de9f5fa5ace,0.22,0.32,aud,paypal,nz,au,1534
940f5ce7-c553-4553-9554-33f8417a8259,0.48,4.96,nok,paypal,no,gb,1155
a83a1188-481a-4139-ac93-41938686676b,0.16,1.13,dkk,the_hunger_project,dk,gb,400
435140c9-1d00-4439-b3a0-ccd6a3fe6fb1,0.04,0.06,aud,ukraine,nz,au,580
435140c9-1d00-4439-b3a0-ccd6a3fe6fb1,0.14,0.21,aud,paypal,nz,au,580
5d4798a2-8cd6-4a7d-8822-a25ff321d561,1.07,0.98,eur,paypal,be,gb,550
b2bd16e9-6dd9-4068-85f5-20ac43a2d1e7,0.54,5.62,nok,paypal,no,gb,2
6d05ac0f-00df-42ce-985f-5c368409b3d2,11.83,10.01,chf,paypal,ch,gb,75
19d78b2e-fa1f-48f2-8c82-8a81d5060204,0.26,0.24,eur,paypal,be,gb,60
1c62b945-36d3-4f67-abcf-d5845c541b37,2.41,2.14,eur,paypal,be,gb,13855
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.43,0.39,eur,amazon,be,gb,726
27402bd2-9faa-4ae8-a56e-d2f945ed9c2a,0.16,0.15,eur,paypal,be,gb,726
89001479-f722-414d-9e66-e5054c669a7f,0.13,0.19,aud,paypal,nz,au,68
1843479a-4ac5-49cc-9e6f-7387809d7d9f,2.34,2.06,eur,paypal,at,gb,8900
e391007b-b696-4fa8-9467-4867044b06b0,1.42,1.17,eur,paypal,be,gb,7975
91c360ca-cc32-433a-a6c1-585edbdbaea3,0.76,0.69,eur,paypal,be,gb,120
3706006b-eb30-4699-9ba5-1566aa923813,2.33,2.08,eur,paypal,fi,gb,1680
ec81669f-f799-499b-821b-929e7e011a42,15.85,13.2,eur,amazon,be,gb,4367
178c7c78-c3ec-4e28-ba01-1892090cb578,0.26,2.75,nok,paypal,no,gb,700
0af4be7c-9172-445e-bfcf-a619e33f3b53,1.58,2.32,aud,paypal,nz,au,970
2c1b5db5-a4c8-471a-be01-334d3072e3b8,2.51,2.0,eur,paypal,ie,gb,690
5aa3b76e-8260-4ac1-b3d8-0ce51917a45e,2.03,2.98,aud,paypal,nz,au,2180
a652b50b-5ecd-4b42-bfc0-9a2f0077a641,1.88,2.76,aud,paypal,nz,au,2340
88c89dc6-b6b0-406b-9787-a5fbeed82ebc,7.46,6.59,eur,paypal,be,gb,553
2fb5af79-8be0-4306-b1c3-15b501acf691,0.16,0.14,eur,paypal,be,gb,1045
03a8df88-a068-4ed2-abd6-97184b1b7424,0.23,0.21,eur,amazon,at,gb,48
98c3919b-5e49-48a9-951d-4bc518206064,0.52,0.75,aud,paypal,nz,au,24
117af075-c3f6-4d2c-9819-6774a281b93f,0.14,1.49,nok,the_hunger_project,no,gb,30
4d3b735d-3911-4afa-912f-7c792815df98,0.88,0.8,eur,paypal,be,gb,30
536d5d63-3bed-4b1f-bc95-eb3101960a38,0.25,0.23,eur,paypal,be,gb,1524
367a47b3-a824-4537-94af-c7ee5d6e38e4,0.35,0.32,eur,paypal,fi,gb,315
c6dd74e0-8ba7-40dc-ab12-d228fd3b75b5,0.27,0.25,eur,paypal,ie,gb,2720
b03fc65c-2209-4749-a81f-d4c0356c4d93,2.62,2.29,eur,paypal,be,gb,8323
e6550641-3c24-4ebd-92d5-1533f7de6fc1,0.3,2.06,dkk,paypal,dk,gb,9984
5b273f02-4740-49b1-8e2f-9bef2bc766af,1.41,2.07,aud,paypal,nz,au,2920
bcfaa535-0357-4226-becb-0e50e1de247e,3.0,2.37,chf,paypal,ch,gb,980
b98cf8cb-d482-47b3-9e98-dde28e404604,1.58,2.0,aud,paypal,nz,au,870
6b1a91c0-0b94-4326-8939-8064c5f50853,0.45,3.07,dkk,paypal,dk,gb,580
8dc2f49a-1806-481a-9789-a3f2cdb93d71,0.41,0.62,aud,paypal,nz,au,960
4c928ea9-8db5-4c24-a0d5-8c3268cdaafe,0.49,0.44,eur,paypal,be,gb,900
e44b6b2c-e7e5-40b3-a26f-457068b078ce,2.4,2.06,eur,paypal,be,gb,1501
60822fb2-b174-42ee-b4d4-760400f182cd,4.19,3.51,chf,paypal,ch,gb,4958
60f1197f-1f64-4aab-bc2e-6acd0abe4b43,2.12,3.1,aud,paypal,nz,au,8152
89eadb03-f227-4241-81cd-9e9dd2764e45,0.27,0.25,eur,paypal,ie,gb,2218
444fade2-48ae-48ec-82ad-55333004ee27,0.48,0.72,aud,paypal,nz,au,2170
0407c4bb-f404-4d44-b827-53e283d50d7d,0.49,0.44,eur,paypal,be,gb,251
d89361f8-ed2e-49b4-866a-47684aa844fc,0.21,0.19,eur,paypal,be,gb,270
ec7aacca-946e-427b-9610-e1d91ecdb951,3.29,2.84,eur,paypal,be,gb,59325
4df68510-da23-4f79-ad26-8c864a9339b7,1.46,2.04,aud,paypal,nz,au,20
d3508c88-4cdd-40d9-848f-736028e27657,0.91,0.83,eur,paypal,at,gb,945
ca933ea4-7d85-44aa-8ae1-9bbb9030d07a,2.5,2.1,chf,paypal,ch,gb,210
accf8d4c-979a-436c-9434-45e5609c738f,0.85,0.76,eur,paypal,at,gb,4
4c928ea9-8db5-4c24-a0d5-8c3268cdaafe,0.49,0.44,eur,paypal,be,gb,266500
297661d6-b768-4e8c-8f58-f88ae1c4d5a3,3.44,5.1,aud,paypal,nz,au,1142
59499383-9199-43dc-abce-18c0f9b81a9a,7.67,78.46,nok,paypal,no,gb,2220
56bd52b4-0d02-4a8e-8095-ef1973b67ed9,0.26,2.71,nok,paypal,no,gb,6978
ee77982a-e77b-47d7-a399-c3a6d641e17f,0.97,0.87,eur,amazon,be,gb,4680
50a1473e-cd86-45e9-8486-c8ae44994b4e,3.03,4.49,aud,paypal,nz,au,9760
bae95336-b32b-4f4c-919f-82c0535ed0af,1.28,8.75,dkk,paypal,dk,gb,900
5154b725-b69b-4180-9a8a-07adb4eeebb3,0.67,6.95,nok,paypal,no,gb,921
b049e60f-a939-4128-9d68-e3174911c90f,1.41,2.05,aud,paypal,nz,au,189
c21caaf2-7bb0-45f6-b26f-610cbc1fadd8,1.81,2.6,aud,paypal,nz,au,9855
8a769358-c30f-4c03-9119-466f8df3cdea,2.68,2.32,eur,paypal,be,gb,90
b33329d3-5530-40e4-b965-2efa232994c0,0.59,0.88,aud,the_hunger_project,nz,au,20
beab3275-40e4-4b31-a123-9c4f3580260b,6.31,5.67,eur,paypal,fi,gb,1321
8a6e7f14-a5c3-4d4e-8b97-560e9f2b5236,0.17,0.16,eur,clean_air_task_force,be,gb,600
def2d00b-d097-4931-b694-dc76025554be,1.41,2.03,aud,paypal,nz,au,1400
8dc2f49a-1806-481a-9789-a3f2cdb93d71,0.41,0.62,aud,paypal,nz,au,222
4ae5001c-2c27-4654-b9d9-e937d8e4b9f6,0.42,2.88,dkk,doctors_without_borders,dk,gb,63690
d570cfcc-0e56-4715-b147-baa7ecc2859d,1.45,2.15,aud,paypal,nz,au,69
37630c65-252f-41c9-b6d2-c5b334931ac1,0.82,0.75,eur,paypal,at,gb,1395
3bd64e77-52e8-4775-8c38-ff9739b06541,2.37,2.0,eur,paypal,ie,gb,180
edeae47a-1fd2-4980-81ad-32f3c867aa7c,0.5,0.74,aud,paypal,nz,au,120
45a719e6-897e-4531-a1d8-e3b037b1b309,2.14,3.08,aud,paypal,nz,au,233
432dc9ee-e6c5-43a1-bd98-b22859c69798,0.17,1.76,nok,ukraine,no,gb,24144
432dc9ee-e6c5-43a1-bd98-b22859c69798,0.89,9.3,nok,paypal,no,gb,24144
4c1c1131-2420-4346-afd6-b4564d615d37,2.53,2.09,chf,paypal,ch,gb,2425
50425012-604c-40b1-b811-f2dc341f8fa2,0.33,2.26,dkk,paypal,dk,gb,5056
e379ee1f-ed79-44eb-9234-adec33e6c96e,3.45,2.8,eur,paypal,be,gb,925
aa5d9427-4744-4876-b829-8f2fa5797763,0.89,9.24,nok,paypal,no,gb,480
9e72b555-29ff-4a83-a44b-7803a0205ad0,0.4,2.74,dkk,paypal,dk,gb,2304
50a1473e-cd86-45e9-8486-c8ae44994b4e,3.03,4.49,aud,paypal,nz,au,5440
86cc3519-2613-47a5-94b8-ca1dd7101139,1.78,17.95,nok,paypal,no,gb,75
9e4eb2e7-2076-4651-a20f-658b0ae4e73c,0.32,3.33,nok,paypal,no,gb,72
