userid,amount,usercurrencyamount,usercurrencycode,provider,countrycode,market,coins
84ab6825-8de9-4945-a930-5c19c7258cb6,2.79,2.74,usd,paypal,us,us,5281
5b0abb6d-2aa4-451b-9fc7-1f50cfb28091,1.82,1.72,usd,amazon,us,us,1250
20710708-b978-4a46-905e-39d9b4e2d826,2.55,2.53,usd,paypal,us,us,6639
4e8faefb-9a5a-405b-b137-c6b95ce76f85,1.47,1.47,usd,paypal,us,us,2228
442482d4-7486-441a-843b-27cc84687a7b,2.32,2.21,usd,paypal,us,us-staging,2885
23f7bfc7-0f2d-4e62-9f6f-692ffe005ed3,4.45,4.42,usd,paypal,us,us,3423
cbefef40-f21d-40aa-ad60-0311c6820cd8,1.4,1.4,usd,amazon,us,us-staging,607
adbe1629-2b5e-474e-97e4-2f8f12c041ad,18.84,18.83,usd,paypal,us,us-staging,1265
537dbb5f-e7d6-4a4f-b6f0-53ed758a76f6,4.75,4.56,usd,paypal,us,us-staging,3243
2b72cea3-b53e-4be1-899b-cc9d2e47fd13,2.25,2.18,usd,paypal,us,us,2569
a3022b31-66c1-4a9a-9159-3d1434697cca,5.28,5.25,usd,paypal,us,us,8636
ccb46f41-3aa8-4d2c-8573-1898d5432ae9,0.79,0.77,usd,paypal,us,us,10244
9637e3c3-22b9-4fa9-8bbb-c63fa88c8fea,3.54,3.38,usd,paypal,us,us,1895
74df8fbe-1edb-4c1f-935f-2af25c5bc540,4.61,4.55,usd,paypal,us,us,1899
3ed55c92-e722-472d-9167-f7199b0ccd21,2.59,2.5,usd,paypal,us,us,4470
5391d77a-1de7-44b0-ab74-b4ade470c66f,1.14,1.12,usd,paypal,us,ios-us,2276
18716241-0460-45c8-8b51-4c0ced6408b5,0.57,0.57,usd,amazon,us,ios-us,805
fabaaf62-ec22-481c-acfd-1f4942f071b7,3.34,3.32,usd,paypal,us,ios-us,2135
f607cb9b-2149-4e89-aea0-76580dfad4fa,0.15,0.13,usd,amazon,us,us,302
a236f672-e7c5-4770-8547-61508bf460c3,2.3,2.23,usd,paypal,us,us,538
3f0cccc0-10c8-426b-a2e6-9ae9c89ed793,2.65,2.56,usd,paypal,us,us,2533
ae97a267-3323-45f3-8961-160757bf7f52,2.14,2.07,usd,paypal,us,us-staging,622
f8403dda-67e9-40f3-a860-f0fa16c33ac6,2.12,2.01,usd,paypal,us,us,915
b979c4e0-f48e-43e5-bba5-bc976ac22c6a,2.68,2.64,usd,paypal,us,us,583
8584bcd9-a98c-415c-8d5a-786a29794654,1.49,1.45,usd,amazon,us,us-staging,162
c362c8d9-bfd3-4787-b985-d071e8a6fb7c,2.2,2.12,usd,paypal,us,us,6134
da60147d-4083-406c-ba12-33738ee16226,2.07,2.01,usd,paypal,us,us-staging,548
a9d5fc33-46fb-42e8-bb61-95ebdf98c6bb,2.91,2.66,usd,paypal,us,us,1014
09496f3a-fbc3-46f4-b0f6-fb0a8c020ad0,5.39,5.38,usd,google_play,us,us,5972
869a3bf9-a02b-4b09-b897-eb50fc326786,3.4,3.38,usd,paypal,us,us-staging,8661
6d741500-6730-4d8b-836e-c000364569a1,5.76,5.76,usd,paypal,us,us,2159
5ce61d90-e212-4dba-9e9d-544d3571e208,5.17,5.07,usd,paypal,us,us,3390
03314f8c-7548-4452-8fd8-e45a81b6a24a,0.53,0.52,usd,amazon,us,us-staging,1453
5730ab3f-9b86-4af6-b713-e59dfc90b7da,2.14,2.07,usd,paypal,us,us,912
6c761a83-e076-4ce4-9f6a-101ace5ab92b,3.39,3.36,usd,paypal,us,us,1369
660b25ee-733c-4542-9a39-df1bc4110ee6,5.51,5.28,usd,paypal,us,us,4339
fc8e4117-7719-4628-a34a-5b0905d68332,10.58,10.31,usd,paypal,us,us,1456
ad71c07e-9e52-4ad9-8f58-ad28725c4be0,3.58,3.52,usd,paypal,us,us-staging,1842
e9a08067-35c9-41e5-a5e4-d80c78849515,2.13,2.06,usd,paypal,us,us-staging,601
cb7fd76d-cfb6-4195-a5f6-a2781fa6a52c,2.17,2.17,usd,paypal,us,us-staging,1394
6b4b4f63-ca54-49c9-8f63-d2a6c852b24e,2.05,2.0,usd,paypal,us,us,5125
28f1d37a-2806-4091-9852-d733957454f3,0.79,0.78,usd,doctors_without_borders,us,us-staging,3193
5d4dfc5c-1118-4bf5-9186-055f07d2d129,2.37,2.34,usd,paypal,us,us,1797
bd40ac58-9555-4d50-82bc-8a68f4dabb07,6.61,6.61,usd,paypal,us,us-staging,290
a19c7532-60b1-439d-b490-a4a5f047e84e,2.39,2.36,usd,paypal,us,us-staging,9803
ddb363a2-bfd0-4fc8-8a54-5744b1edf8bb,2.29,2.13,usd,paypal,us,us-staging,2503
f70bf77b-e9be-4cdf-aff0-a0c5fb170eef,2.53,2.39,usd,paypal,us,us,1753
786d2e37-70ca-4269-9995-86347d452de4,2.59,2.52,usd,paypal,us,ios-us,1866
e5559e2d-c235-4151-b8da-28ab83eec8ab,1.4,1.4,usd,amazon,us,ios-us,272
0b9f04ec-3914-4a36-98b7-e0b2779840ff,2.3,2.28,usd,paypal,us,ios-us,992
0b518a13-239e-4857-b743-eb01a1ba7d38,1.2,1.18,usd,amazon,us,ios-us,643
ce92e87b-0353-43b8-97f8-dc553777fae0,2.79,2.77,usd,paypal,us,ios-us,2231
bb2c59a7-b96c-4fae-a7a8-62af66bf4701,0.74,0.74,usd,amazon,us,ios-us,332
d82b277c-74db-4081-83cf-eb53faabcd1d,8.1,7.98,usd,paypal,us,ios-us,147
0fc5d350-b50b-4e02-b222-c66acbfb9950,14.65,14.46,usd,amazon,us,ios-us,831
c49cca86-ec96-4378-bc71-6de4f7ee561e,2.09,2.03,usd,paypal,us,us,3199
cf46c271-4267-4448-9958-51fc5878a672,0.17,0.16,usd,amazon,us,us,428
77f288cd-eaa8-4a40-a048-6e135af92725,2.23,2.17,usd,paypal,us,us-staging,2792
92fca3b0-47b2-46cb-95c4-13ff6dd94819,2.11,2.06,usd,paypal,us,us,7122
463c661f-dd77-4f9f-927c-3bdefdd2e874,3.29,3.26,usd,paypal,us,us,1612
4b3d60d1-03fb-424e-a5ca-8e8db8664724,3.21,2.96,usd,paypal,us,us,1172
5dbd0fe2-a257-4bf4-87cf-e86ce899c00f,2.08,2.02,usd,paypal,us,us,3361
033babd0-04de-4817-bc7f-efbccebed5c1,26.13,25.75,usd,paypal,us,us-staging,1885
c3afdacb-8f05-4738-b406-4c4e98632d60,2.11,2.08,usd,paypal,us,us,42
6547afa6-1be7-42b3-b23e-98209ba0c292,0.74,0.74,usd,amazon,us,us,3355
db441d94-56e8-41e7-a2dd-350999fb6bc0,0.15,0.15,usd,amazon,us,us,691
136c2250-d5d6-46db-95ca-f68364246ad9,2.18,2.11,usd,paypal,us,us-staging,1037
27f3c5ee-8fb7-4a5c-8447-c85503a09d94,0.72,0.72,usd,paypal,us,ios-us,1719
6724e5b4-f316-4476-bf99-d380de39bd02,2.68,2.65,usd,paypal,us,ios-us,1157
f8914e32-f213-405c-9c3f-c087ab84afb8,2.1,2.09,usd,paypal,us,ios-us,5013
9b4e0283-20ce-43ba-9088-49d1a3921e9e,2.42,2.37,usd,paypal,us,ios-us,2368
7935bf69-3c75-401c-b0d1-55dd6efb115e,2.65,2.59,usd,paypal,us,us,1860
2ec16b3b-3b6b-44c3-a0f0-3a08687fa7ae,2.11,2.07,usd,paypal,us,us,629
67c0c922-78c9-4b68-84df-d84adf39a1be,7.8,7.41,usd,amazon,us,us,625
2e0a54dc-89ee-4c2a-99d7-c71e0a9814a7,3.01,2.97,usd,paypal,us,us-staging,1520
c2329c94-190b-41e1-80cd-4542afc6abef,10.2,10.2,usd,paypal,us,us,2476
13033241-4129-4f59-918e-fe7935b7e894,0.19,0.19,usd,amazon,us,us,2317
d7472e40-a8e6-4b6d-a56d-14acf4e6a32a,2.09,2.0,usd,paypal,us,us-staging,1487
c9378a24-4020-4e09-ab68-4ece515f2b61,2.61,2.51,usd,paypal,us,us,787
ee624dc2-8f8a-454c-b260-31914373c297,2.72,2.69,usd,paypal,us,us-staging,1828
a5b37a50-6869-458e-a96b-d5d76e8c907f,2.17,2.08,usd,paypal,us,us,649
0e45c432-3156-457c-889b-b86a3071801a,4.63,4.59,usd,paypal,us,us,2311
3f830b24-6361-4428-aef2-5945f7cc17f9,9.31,9.08,usd,walmart,us,us,6710
9cf58946-9a90-448a-940a-b803b4516761,0.8,0.78,usd,paypal,us,ios-us,1489
e9a194df-a82b-489b-b31f-8d2ca04909df,2.2,2.09,usd,paypal,us,ios-us,1573
2d410b8b-bc07-42a6-ad62-a744736066fc,0.29,0.29,usd,amazon,us,ios-us,284
f446b681-2368-4976-9c1c-f2244be8a52e,2.89,2.86,usd,paypal,us,us-staging,404
00187425-3081-46c8-bb9f-22ee43c7d154,2.13,2.05,usd,paypal,us,us-staging,404
6cbb414f-60ea-4a64-adde-85c3141c8f6b,2.08,2.03,usd,paypal,us,us-staging,1614
c426e09c-b577-4c27-aa9f-0ff1a701ba15,4.15,3.96,usd,amazon,us,us-staging,1885
9a2a060b-b29d-4429-bacd-44f5a74658cb,1.07,1.07,usd,amazon,us,us,4850
9b2cf7c6-c3de-47a9-a1f5-9b4cee133fff,2.08,2.05,usd,paypal,us,ios-us,1342
b5f41c6c-ad2e-453c-85b8-45b6446d3b09,1.27,1.27,usd,paypal,us,ios-us,4294
e4bd7a69-4903-4493-9ab0-ec2bca30a914,4.48,4.42,usd,paypal,us,us,1979
eeb35bbb-5142-4071-933f-81c60acfc604,0.8,0.8,usd,paypal,us,ios-us,1343
91d8e130-5186-4c9d-8871-364c6dfca61f,4.59,4.39,usd,paypal,us,us-staging,4647
1252e982-3c8b-45b7-adb6-1cc331d46d86,0.34,0.33,usd,amazon,us,us-staging,3280
c2418ec8-5c83-4d6e-a537-88b3ae07612d,2.81,2.77,usd,paypal,us,us-staging,4189
857da46f-acd9-4280-84c4-d4e6fc29ca36,2.14,2.14,usd,paypal,us,us,1654
7bde596e-a15b-4571-b34e-a027fe28292e,2.48,2.43,usd,paypal,us,us-staging,1680
495105d2-b52e-4c1d-8229-e30c1a6d5b77,3.32,3.29,usd,paypal,us,us,458
69f5b635-567f-44db-a5b4-8e9f36f16991,2.79,2.78,usd,paypal,us,us,715
c2385ab7-46c5-4b98-91dc-2b94dc840002,25.6,24.42,usd,paypal,us,us,2512
552375a9-4948-430a-9ec1-35ec4201b005,5.27,5.16,usd,paypal,us,us,1870
8f8686ef-e72c-4dd1-8257-5506decd5586,8.43,8.25,usd,paypal,us,us,859
49d949af-132f-48fe-9430-955ecb0978b9,9.89,9.88,usd,amazon,us,us,33
e3f49da4-af27-48b2-a209-27ae5915417c,2.24,2.2,usd,paypal,us,us-staging,10075
694c3f3f-5058-49ec-a87e-3dd57f4360a6,2.08,2.04,usd,amazon,us,ios-us,3301
4eb89a5a-dc62-4870-a411-dc340a669e5b,0.66,0.65,usd,the_hunger_project,us,ios-us,359
549ce4e6-c5aa-4a69-b03c-7b033beecc01,0.82,0.82,usd,amazon,us,ios-us,1899
7be03b7a-1b37-414f-92b1-60c30a0e6299,1.07,1.07,usd,paypal,us,ios-us,3529
861de1ea-a704-4ed8-bd18-cdba976b5a69,3.06,3.0,usd,paypal,us,ios-us,2163
756adf2c-8365-4ba9-b5f6-07000743ba80,6.2,6.2,usd,paypal,us,ios-us,3558
aad115b9-616c-4c60-82f0-c5d44d2ae847,0.66,0.66,usd,amazon,us,ios-us,54
3a829d38-2770-4af1-803c-3d272e4172c5,4.41,4.37,usd,paypal,us,us,1955
0e457000-8444-4130-9ef9-7e8003f826ff,2.25,2.16,usd,paypal,us,us-staging,730
c252e883-f41b-4011-97ef-e7a93ce19217,3.25,3.2,usd,paypal,us,us,3643
ca381122-b5c9-4aac-aeb6-2b3550d80bc2,0.53,0.52,usd,paypal,us,us,5203
1f63081f-7b48-4baf-8964-95c972bb1d1f,10.71,10.68,usd,paypal,us,us,1973
1e6c6d1f-cc6e-43d7-b9bc-5e4369dd0ffe,0.57,0.57,usd,paypal,us,us-staging,2320
0067e0cf-67fc-4e4e-afcc-110c923dbaf4,5.03,4.92,usd,paypal,us,us-staging,8200
0301a946-80a9-41c4-ac7d-cd4ddc980f4b,2.16,2.13,usd,paypal,us,us,727
0b0a8242-7182-41c5-a572-6e65dcd9f0c4,3.47,3.36,usd,paypal,us,us,1866
21a79eb8-8015-41e0-9553-9c11c6ff11e1,5.81,5.74,usd,paypal,us,us-staging,2101
97f4a429-76f9-47e9-8a64-9ac750385cfa,2.15,2.1,usd,paypal,us,us,3296
c2f032f4-88cd-4a6f-93c5-422c7d41b098,2.88,2.86,usd,paypal,us,us-staging,2479
edb159e8-f29b-4e58-a1d8-ed0d3ca22191,2.19,2.15,usd,paypal,us,us-staging,3438
44f2fd49-b320-49d9-afa4-c540f90d5a02,7.36,7.35,usd,paypal,us,us-staging,1152
92e9cb10-7b4e-4f3d-a744-7d2b1dcdcb96,3.52,3.49,usd,paypal,us,us,520
65857032-e873-49cd-9712-53a9687b02d3,3.04,2.98,usd,paypal,us,us,359
6b129209-3280-4bb9-8217-ef7dc718a2b8,0.17,0.17,usd,amazon,us,ios-us,859
4e6c8077-a7c9-451a-bd0b-780c4fa7120c,0.44,0.44,usd,paypal,us,ios-us,1073
b02d8f9b-d932-4ad2-8f99-17405620fbcc,16.49,16.11,usd,walmart,us,us,5163
ecc3e5cb-e25a-4b37-a7bb-ab7cac223b4f,2.23,2.19,usd,paypal,us,ios-us,398
fc719165-ec8b-4a5f-af8f-5238a7f16af2,2.54,2.5,usd,paypal,us,us,1202
e1cb1375-dc40-46e1-98a1-ccd3959952dc,4.49,4.38,usd,paypal,us,us,1447
b829b8a5-fc81-4286-aed3-0597d8e7d429,1.17,1.17,usd,paypal,us,us,1395
bb943c09-d0ec-4725-945e-76087a1a0444,0.6,0.6,usd,amazon,us,us,3814
1898a6ea-296d-415e-9d57-3830a165e06a,2.2,2.19,usd,paypal,us,us,7695
b9a04741-12fd-4dcf-b4c4-d590f46a061f,4.1,4.03,usd,paypal,us,ios-us,789
9e472da4-bb53-4224-b2bc-10dc16da2c42,4.58,4.55,usd,paypal,us,ios-us,2803
76f75f51-c8c1-41b7-a333-77b3d7df6bd3,2.05,2.0,usd,paypal,us,us,365
1e83871b-b70e-49bb-8adc-2a595ce7d5a2,2.63,2.56,usd,paypal,us,us,3218
bd0d58c7-b1c2-45b8-80ee-f7e3426424d6,3.06,3.06,usd,paypal,us,us,1869
7f1084e5-65b5-4aa2-b33c-dcaa62169790,2.53,2.48,usd,paypal,us,us,1994
5f5e0d5e-ce67-4237-acdb-157ac14a7cc1,2.06,2.03,usd,paypal,us,ios-us,1004
9ed95f86-e492-4f22-bc45-b11d6f3d9a9a,0.15,0.14,usd,amazon,us,us,1699
c3235541-9e3b-450c-8cf7-0eec90fc8750,2.42,2.41,usd,paypal,us,us-staging,1603
a6e6f9d9-1789-43ae-a5ed-61c61f232647,3.13,3.11,usd,paypal,us,us,2500
4d91e71c-de4b-442a-8405-c64468b3a714,3.41,3.29,usd,paypal,us,ios-us,2242
1d252ca1-ebf0-49a8-b3dc-5e41b8b05f6a,2.0,1.96,usd,paypal,us,ios-us,1910
8c90c1c0-e08e-4244-a3b5-3673cce0577c,0.63,0.61,usd,amazon,us,ios-us,1381
dc8e564a-9c88-4bb4-a2ef-b82dd93de7e2,2.27,2.21,usd,paypal,us,us,2651
9b45fa87-5220-4fcf-9cde-ee43c340734d,2.29,2.2,usd,paypal,us,us,604
309bd820-ae2b-470e-9174-79a1573966e5,1.1,1.09,usd,amazon,us,us,751
c428ab9f-7cfe-4acf-9057-725c99e0e663,0.61,0.61,usd,amazon,us,ios-us,1591
6e8489a2-0507-4048-b86e-511661a1533d,2.2,2.16,usd,paypal,us,us-staging,3764
640455b0-4875-490f-9d27-cf96a8a8ffc6,2.09,2.09,usd,paypal,us,us,694
e2a44a5c-bc93-43a7-a11c-0d276626960b,2.6,2.49,usd,paypal,us,us,1722
e40ce128-99e2-4b5f-96ca-33725ab3beec,3.27,3.24,usd,paypal,us,us-staging,1620
27cc80e9-443f-4ea8-9847-1f7a022fd7d6,1.16,1.15,usd,amazon,us,us-staging,2350
b17e0780-5a60-4168-9408-1213551db2ff,2.63,2.52,usd,paypal,us,us,1124
6b53730f-a00a-4aa1-9031-1258fc304598,2.33,2.28,usd,paypal,us,ios-us,1510
13208622-2646-43a3-b62a-f4ce7cadb7eb,1.87,1.85,usd,paypal,us,us-staging,398
0e47aa67-ea36-4396-a657-ba7568f9d599,2.33,2.28,usd,paypal,us,us,3815
2f021374-45a2-44d8-9f02-d48ad57f2c48,2.7,2.65,usd,paypal,us,ios-us,1028
27ce120c-7062-4641-a36a-0cc0165b888f,0.64,0.64,usd,paypal,us,ios-us,622
aad48b78-e026-4199-a30b-d2a71ce1fe3f,1.29,1.23,usd,paypal,us,ios-us,607
5a809c28-b9aa-4741-8e24-7bbe9bf1baa3,1.25,1.25,usd,amazon,us,ios-us,12420
6174561b-25a3-41a3-b375-873b1b8dfa67,3.84,3.78,usd,paypal,us,us,3639
9ce95fc4-f801-4102-a0b4-49c5669af792,6.1,6.04,usd,paypal,us,us-staging,2123
2acbd1d4-87b1-4ec8-a37e-f3a4b8345db6,2.42,2.41,usd,paypal,us,us,1552
519b9be7-b605-4152-8e8e-c24682713efb,2.15,2.12,usd,paypal,us,us,293
5bdecbd8-96b5-40c1-9e45-23a26b237c5d,3.55,3.39,usd,paypal,us,us,1522
e4a80e8c-14a4-40f3-bc0a-d879f3f19c82,1.62,1.61,usd,doctors_without_borders,us,us,24745
77fc3d80-8d93-44f9-96ec-0d3e436781a7,0.2,0.19,usd,the_hunger_project,us,ios-us,799
007397ef-e4f2-40c1-b20e-73e1de8e94be,2.03,2.0,usd,paypal,us,ios-us,1693
1b658b6d-15a1-4ccb-b062-84916773b981,0.68,0.67,usd,amazon,us,us,1206
af737452-fd3a-4633-98af-17197ac6a12e,7.04,6.9,usd,paypal,us,us,4108
142cd74b-d333-4a35-90c7-a17be1e533a8,2.4,2.38,usd,paypal,us,us,1893
24eda5f0-f779-44c9-9840-fe2f63573965,2.34,2.3,usd,paypal,us,us,999
353ce5a6-e900-4edf-b861-a6a00e5995b1,0.23,0.22,usd,amazon,us,ios-us,293
6687e4f0-8725-4ee1-8de1-1354a0a5bad3,2.1,2.02,usd,paypal,us,us,171
e00a1bb8-d1d1-4da9-9d87-50677acd260d,2.61,2.54,usd,paypal,us,ios-us,574
f6c707e8-983b-4840-9cb1-9f496ae9adf8,0.45,0.45,usd,paypal,us,ios-us,308
177779c3-544a-4fc3-a453-1b81551c2c07,2.14,2.04,usd,paypal,us,us,1866
a3868afb-91da-4284-8be1-3f6ceb111133,2.19,2.06,usd,paypal,us,us,712
730ef7d3-c921-4284-8b20-dcdc2dacf90b,1.74,1.72,usd,paypal,us,us,2058
a58e83ea-a497-4203-b070-0cb4142ee048,2.05,2.03,usd,paypal,us,ios-us,1483
25ee9bc5-a0fc-4a20-81e1-79f3590a4a86,2.51,2.47,usd,paypal,us,ios-us,1717
5f3296b0-d745-46ab-a609-23d1cb0767dd,0.72,0.72,usd,paypal,us,ios-us,3962
780aacaf-d8bc-4fac-988f-ae1c64952c31,15.23,15.13,usd,paypal,us,us,580
0c77211c-bafd-42c3-9461-63c620c780bd,0.63,0.62,usd,paypal,us,ios-us,1143
8058d2b8-dc3f-47a6-98ba-9e12f900a53e,0.19,0.18,usd,amazon,us,us,395
06fc4bf4-216e-4773-b48c-418146eb92b7,6.89,6.68,usd,paypal,us,us,1199
84df536b-8b5d-472d-a2bf-aef5ad77b734,2.36,2.32,usd,paypal,us,us,314
0224cbf6-9ef8-4a80-bfbe-57eed6add860,4.13,4.03,usd,paypal,us,us-staging,320
26cd7867-2df6-4b35-801a-56cc53e6fd67,5.29,5.27,usd,paypal,us,ios-us,1136
ca769cdf-d9dc-4007-b611-758184ff4ee1,0.3,0.3,usd,amazon,us,ios-us,8575
11e40a0d-8f6f-4a4c-b8c5-0743f9708d20,2.14,2.08,usd,paypal,us,us-staging,565
78baacf6-7892-4e01-a73b-29449ba95dfa,4.74,4.66,usd,paypal,us,us,344
913f30ee-7a24-489a-8a53-1a05801623e3,2.75,2.71,usd,paypal,us,ios-us,1086
d73b7eb7-0936-4d0c-9890-845a8bce1ed2,2.91,2.82,usd,paypal,us,us-staging,305
e63c5641-2c0c-47ab-9506-1f8af64c7ab3,2.87,2.84,usd,paypal,us,ios-us,2350
7cdf7e96-b0e3-4f21-ac4a-2d6a72872128,0.25,0.25,usd,paypal,us,ios-us,114625
f64a2391-bd6a-4684-a7b7-223391cfdbd4,2.25,2.21,usd,paypal,us,us,804
b4e5a8eb-4312-4658-aaa4-bccf5518a331,0.88,0.88,usd,the_hunger_project,us,us,314
84c3aa06-655e-485a-9719-acb170152af6,2.09,2.08,usd,paypal,us,us,7975
14a80e66-e11c-4555-85fd-b49a44254652,7.82,7.71,usd,paypal,us,us-staging,17825
ec18de1b-581a-4da6-ba18-b7144a95f949,2.31,2.28,usd,paypal,us,ios-us,44220
8bd8d5a0-a253-42ab-94f8-0e2a3878feed,5.11,5.07,usd,paypal,us,ios-us,13725
6a0c8750-e919-455e-a39c-71153bc385d0,1.17,1.17,usd,paypal,us,ios-us,28885
82f74f53-a0f5-40da-a2f0-bcc02a10300d,0.09,0.09,usd,amazon,us,us-staging,73350
7ad7c075-16b0-4ad1-a2ed-0412b686d961,1.43,1.43,usd,paypal,us,ios-us,1720
b42fdca1-4e89-469e-8e73-9b6dc5f8f22a,2.25,2.22,usd,paypal,us,us,44
d2f1b5d5-4a67-4b7f-9e1c-e7f0c4f6f55f,2.89,2.83,usd,paypal,us,us,2152
61613d2c-8110-4090-bf24-d60434ee32e1,4.21,4.13,usd,paypal,us,us-staging,930
1739bb0a-ec52-4e4e-8564-97533d0e9cbc,2.75,2.72,usd,paypal,us,us,383
35cb132f-ab4b-4259-904f-f06a1e71accf,5.31,5.0,usd,paypal,us,us,1008
f0bd45e0-3105-452b-bab6-fbd3fc568b0a,2.27,2.2,usd,paypal,us,us,670
0406908c-db59-4090-8878-f00aef5f1aa1,2.1,2.0,usd,paypal,us,us,715
ae8b50f3-c580-4d66-8549-8ba028ca9082,6.58,6.35,usd,paypal,us,us,350
30ead82a-cce0-447d-80f0-90c94358402c,2.08,2.01,usd,paypal,us,us,389
48c80298-ab38-44b4-ad07-6b6f506b40fb,2.37,2.33,usd,paypal,us,us,2200
99e24299-1bf6-493b-a4c1-42b8586c4b26,2.11,2.07,usd,paypal,us,us,500
88ddfbae-8a82-4b3e-903b-3abcff5ea2bc,2.67,2.62,usd,paypal,us,us,3840
6e0ae405-1ace-4ff7-b9db-c6473321a2b1,5.89,5.82,usd,paypal,us,us-staging,1760
281367bc-c101-4f06-9023-983d105476ea,2.19,2.11,usd,paypal,us,us,640
d8c06e93-da9d-4c75-9463-a7a8f2b90e7b,2.21,2.16,usd,paypal,us,us,3840
2730a113-e0e7-4298-98be-448230ea7e33,3.11,3.1,usd,paypal,us,us,3120
f2393014-9fea-4aca-b32c-ee7015d4104c,2.97,2.95,usd,paypal,us,us-staging,2060
acac1583-eb11-4058-98a4-c00472436db3,3.54,3.42,usd,paypal,us,us-staging,1980
8069d10f-f6e1-4183-9cc5-0a8c187979e0,2.27,2.24,usd,paypal,us,us,360
9137128d-320b-4e80-80d0-6280dc7bb9f0,1.25,1.23,usd,paypal,us,us-staging,2600
0ac87dfc-6eff-4ab1-8093-8c6e147ff32c,0.49,0.49,usd,paypal,us,us,180
7a755968-c27b-4adc-aec1-82de28403366,3.01,3.01,usd,paypal,us,us-staging,840
c4256aeb-4a19-4d9c-93c7-6291aa44ccb0,3.94,3.92,usd,paypal,us,us,4595
59ccad97-0d49-48c1-a5f1-311fe11fdd5b,3.23,3.17,usd,paypal,us,us-staging,101430
62e6097b-b394-468d-aa9e-8691e81beb84,2.39,2.36,usd,paypal,us,us,39555
11e40a0d-8f6f-4a4c-b8c5-0743f9708d20,2.14,2.08,usd,paypal,us,us-staging,102585
c87ac613-1e9e-4ac6-8c4b-1af6c7f37b04,3.34,3.34,usd,paypal,us,us,22070
b0eeea62-955d-42ed-9ad8-858255d6769b,2.68,2.62,usd,amazon,us,us,1189400
520f008c-bd86-458e-93b2-bdb7e86e4478,4.49,4.26,usd,paypal,us,us,1550530
57bad01d-9228-4a04-955c-197316667af3,3.36,3.32,usd,paypal,us,us-staging,62980
0190f0fa-4e9e-4fc2-ae8c-1f892414e35b,2.09,2.02,usd,paypal,us,us,573185
3e8b213b-8c65-44ed-8e58-03e72a6977ce,3.82,3.79,usd,paypal,us,us-staging,86550
b6cffb19-7b3c-4177-b7e1-ef9a544d9fe2,2.53,2.43,usd,paypal,us,us,28380
ad82cccd-0bfd-4bfa-a407-aee01fc13ecd,1.99,1.97,usd,amazon,us,us-staging,5250
cd3a468b-9387-40dc-9373-92897b68284f,2.15,2.06,usd,paypal,us,us-staging,160650
243bd213-c9b1-4be6-bc73-b9ae53250847,2.58,2.54,usd,paypal,us,us-staging,50
4a96e9e7-c94c-4350-ab02-19e24e087552,2.17,2.09,usd,paypal,us,us,240
5f7685e5-9836-45aa-ab2c-ee66993d679e,2.12,2.08,usd,paypal,us,us-staging,3950
e70b47ad-6382-419e-aa05-ac72960f365f,0.12,0.12,usd,amazon,us,us-staging,1600
eb7eb73f-7ca3-4b21-a516-498906ee5bd4,1.52,1.52,usd,amazon,us,ios-us,1518
eb7eb73f-7ca3-4b21-a516-498906ee5bd4,0.21,0.21,usd,paypal,us,ios-us,1518
72657a6a-937d-4ddf-97d1-ccf45491a20b,0.27,0.27,usd,amazon,us,ios-us,202
2302f3bc-f67c-4726-8b43-336ce3ef583e,3.9,3.79,usd,paypal,us,us-staging,5478
a59eebf7-42ba-4fd8-824b-495d7b05de2a,2.04,2.0,usd,paypal,us,ios-us,556
86377480-7501-4a43-b6ba-1fa1df4eaaec,1.47,1.47,usd,amazon,us,ios-us,714
86377480-7501-4a43-b6ba-1fa1df4eaaec,1.49,1.49,usd,paypal,us,ios-us,714
c0accced-eb73-4a01-aebf-88e4a3c7a0f3,0.75,0.75,usd,paypal,us,ios-us,1390
1c65ea75-e255-4d54-b239-f77a2c9fdd8a,0.47,0.47,usd,paypal,us,ios-us,562
feb332a4-6ee2-4985-aa28-1b92503a59fe,0.38,0.37,usd,paypal,us,ios-us,494
82abc8a8-0b73-4934-aa5a-1d9dadc75ba2,3.65,3.64,usd,amazon,us,ios-us,2442
18545209-3178-4da0-83ee-84c3ed5f34e2,1.09,1.09,usd,amazon,us,ios-us,1772
a4a8cd9d-8eb1-47ac-a004-db586dbfb820,0.44,0.44,usd,amazon,us,ios-us,632
73c8d72e-5f99-44da-b7d3-be245d5864c3,2.34,2.24,usd,paypal,us,ios-us,750
d448d3c0-02ab-4b30-b58c-798aea7fb160,1.82,1.81,usd,paypal,us,ios-us,372
4ab460aa-5763-4315-8c8c-01289bf08da3,0.84,0.82,usd,amazon,us,us,2332
16f1b9ee-cd4a-4551-a3d5-6605e552ab35,1.07,1.07,usd,amazon,us,ios-us,134
2080aca2-f570-4556-938e-5275210d212a,0.24,0.24,usd,paypal,us,ios-us,518
2080aca2-f570-4556-938e-5275210d212a,0.22,0.22,usd,ukraine,us,ios-us,518
756adf2c-8365-4ba9-b5f6-07000743ba80,6.2,6.2,usd,paypal,us,ios-us,340
4b2e5356-9a06-4008-acd9-37ebc318e7b9,0.37,0.37,usd,amazon,us,ios-us,450
cca8ede3-0884-4083-8578-175fe81a207f,0.6,0.6,usd,paypal,us,ios-us,756
f7959c22-2b0a-46d2-a58f-43eab6ae642c,2.32,2.27,usd,paypal,us,ios-us,194
